POZO,XCOORD,YCOORD,Prof,Fecha,runlife,ciclo,Dpiston,Lon_Superficie,SPM,RGP,AYS,Elasticity,SP,Fillage,BBPD,BNPD
BN-0081,265,92,7189,7/4/19,315,4,2.5,74,5,635.8392333,22.01139678,0.779626488,57.69236009,0.675155372,210.2165371,163.944941
BN-0084,298,121,7192,7/4/19,502,3,2.5,120,4,938.9971899,18.75661267,0.772480591,92.69767095,0.312028247,270.2137108,219.5307717
BN-0086,103,112,7194,7/4/19,294,0,1.5,100,3,267.0628999,59.00823358,0.940898197,94.08981967,0.915038328,74.05339257,30.35579371
BN-0079,173,217,7187,7/5/19,500,1,2.5,45,4,1389.176628,18.92225298,0.76174336,34.27845121,0.393602406,99.92168528,81.01425121
BN-0010,144,208,7285,7/5/19,186,0,2,45,7,665.5462921,40.78763126,0.813272968,36.59728355,0.634679524,119.4828113,70.74860281
BN-0096,72,233,7204,7/5/19,531,0,2,54,4,1189.413496,42.28946489,0.825441381,44.57383457,0.376755785,83.15694578,47.99031839
BN-0033,297,198,7141,7/5/19,404,0,2.5,54,7,1061.400413,7.25234245,0.736265446,39.7583341,0.150394795,202.8172018,188.1082038
BN-0040,160,129,7148,7/5/19,223,5,2,100,4,780.4365991,28.45884631,0.811140664,81.11406644,0.436331826,151.3264024,108.2606541
BN-0009,158,256,7464,7/5/19,532,6,1.5,45,7,1417.861956,15.57783138,0.791935592,35.63710165,0.384904178,65.44575532,55.25072591
BN-0011,52,116,7041,7/5/19,540,3,2.5,100,7,395.2087948,51.03494005,0.897862112,89.78621123,0.926810251,458.0219101,224.2707029
BN-0020,170,62,7437,7/5/19,397,4,2.5,100,7,1001.73879,28.11871716,0.762082785,76.20827847,0.374275575,388.7574806,279.4438642
BN-0030,156,91,7138,7/5/19,517,2,2,120,5,1034.715521,22.9929716,0.782259059,93.87108711,0.404097665,218.9073751,168.5740645
BN-0051,214,195,7159,7/5/19,307,2,2,120,7,1035.62666,8.611798953,0.680010047,81.60120565,0.223391054,266.4116162,243.4687834
BN-0094,202,181,7202,7/5/19,394,3,2.5,120,3,1441.1037,21.29731407,0.773907251,92.86887016,0.375713909,203.0345674,159.7936579
BN-0022,102,139,7325,7/5/19,194,5,1.125,120,3,616.9986675,41.1004145,0.87564995,105.0779941,0.603627814,46.51966981,27.39989269
BN-0092,180,211,7200,7/5/19,287,4,2,100,4,981.3985247,19.41508383,0.78815079,78.81507903,0.411005535,147.0374114,118.4899747
BN-0078,193,275,7186,7/6/19,529,5,2,45,5,1366.341934,13.42685702,0.700622066,31.52799296,0.22171485,73.52327957,63.65141395
BN-0034,179,120,7142,7/6/19,229,3,2,54,4,649.0377201,22.70453926,0.800293812,43.21586583,0.561769688,80.62351929,62.3183207
BN-0037,285,190,7145,7/6/19,377,4,1.125,45,3,526.115955,13.34224291,0.789423522,35.52405849,0.480668415,15.72705576,13.62871378
BN-0008,275,214,7040,7/6/19,514,5,2,120,5,1136.585595,6.279900966,0.70660754,84.79290481,0.192393038,197.737054,185.3193628
BN-0064,160,187,7172,7/6/19,366,0,2.5,54,7,819.2696365,6.564211612,0.704777005,38.05795827,0.240005713,194.1431596,181.3991918
BN-0001,102,108,7012,7/6/19,374,6,2.5,100,7,475.2473251,51.05573083,0.821073515,82.10735145,0.657582242,418.8501266,205.0031334
BN-0066,137,176,7174,7/6/19,218,7,1.5,45,7,325.6368365,53.6008889,0.911954562,41.03795527,0.968669694,75.36415296,34.96829706
BN-0052,202,93,7160,7/6/19,352,2,2.5,100,4,1065.21328,21.5985379,0.754354486,75.43544861,0.394928692,219.8943327,172.4003719
BN-0014,224,279,7212,7/6/19,549,3,1.5,74,7,919.1081925,18.57970102,0.766686282,56.73478484,0.400904761,104.1905956,84.83229445
BN-0084,298,121,7192,7/6/19,504,3,2.5,120,4,736.5099662,20.3323161,0.790382996,94.84595953,0.701430272,276.475972,220.2620034
BN-0071,69,85,7179,7/6/19,482,3,1.5,45,4,322.314399,53.33835426,0.888449688,39.98023596,0.946000696,41.95525962,19.57701461
BN-0005,258,57,7415,7/6/19,416,3,1.125,54,3,912.6278117,23.24164301,0.738565911,39.88255919,0.411945694,17.65663212,13.55294072
BN-0054,240,253,7162,7/6/19,547,0,1.125,54,3,995.4565087,19.08480971,0.7680341,41.47384141,0.260697505,18.36111762,14.85693326
BN-0083,201,233,7191,7/7/19,253,4,2.5,74,4,820.5095937,9.323963398,0.678712846,50.22475062,0.200982426,146.405148,132.7543856
BN-0075,220,89,7183,7/7/19,507,3,2,54,5,752.2798838,21.36137746,0.842655614,45.50340315,0.56517177,106.1139362,83.44653775
BN-0061,270,224,7169,7/7/19,196,5,2.5,74,5,508.8341994,6.732897677,0.777261541,57.51735401,0.503771763,209.5788587,195.4681286
BN-0057,211,233,7165,7/7/19,543,0,2,100,4,845.5189727,12.12458981,0.69488257,69.48825701,0.180693993,129.6372923,113.9193024
BN-0024,292,51,7221,7/7/19,434,7,2,45,7,1121.153667,20.64579377,0.736652234,33.14935053,0.377061328,108.2259996,85.88188292
BN-0065,266,54,7173,7/7/19,456,4,1.125,100,3,693.3065804,22.48440216,0.777877342,77.78773418,0.730104727,34.43784536,26.69470171
BN-0047,137,52,7155,7/7/19,447,3,1.125,54,3,498.6042324,51.30484047,0.811391104,43.81511961,0.651472269,19.39763806,9.445710798
BN-0086,103,112,7194,7/7/19,297,0,1.5,100,3,523.5170047,55.41064902,0.83834255,83.83425503,0.673253971,65.98175042,29.42083428
BN-0046,218,107,7154,7/7/19,219,2,2,54,5,1091.986681,24.87247254,0.787455884,42.52261773,0.425456892,99.16274456,74.49851815
BN-0074,71,245,7182,7/7/19,276,1,1.125,45,7,556.2739841,48.43085176,0.808413024,36.37858608,0.641441718,37.57919311,19.3792698
BN-0041,91,91,7149,7/7/19,203,5,2.5,120,4,524.6168925,53.4525798,0.844731956,101.3678347,0.692404397,295.4872381,137.5416864
BN-0017,63,194,7166,7/7/19,464,0,1.5,45,5,515.433095,49.50664487,0.803688937,36.16600218,0.642024283,47.44075336,23.95442807
BN-0097,87,113,7205,7/7/19,549,6,1.125,120,7,570.2415259,43.17153135,0.812083817,97.45005804,0.654932884,100.6662145,57.20706815
BN-0032,201,66,7140,7/8/19,385,6,1.5,74,5,1168.660321,25.86533084,0.780302219,57.74236422,0.442501317,75.74354627,56.15222744
BN-0068,110,259,7176,7/8/19,410,5,1.125,120,7,571.3899483,47.24510991,0.876405721,105.1686865,0.636245249,108.6395819,57.31269203
BN-0056,236,99,7164,7/8/19,225,6,1.5,120,7,1169.068429,14.7942779,0.724069756,86.88837073,0.247903382,159.5661484,135.959489
BN-0069,58,136,7177,7/8/19,366,0,2.5,45,5,339.2186843,58.03326031,0.857713534,38.59710902,0.911954091,140.638216,59.02127401
BN-0095,122,290,7203,7/8/19,465,5,2.5,45,5,909.2653178,42.08360285,0.845260178,38.03670801,0.341553523,138.5962548,80.26995736
BN-0063,203,293,7171,7/8/19,437,4,2,54,4,657.9649926,11.87490503,0.758940291,40.9827757,0.59281839,76.45746634,67.37821482
BN-0070,168,280,7178,7/8/19,224,3,2,74,7,616.1357459,9.051208107,0.720818065,53.34053681,0.340667981,174.1461846,158.383851
BN-0021,268,253,7225,7/8/19,243,6,1.5,74,7,1062.233071,21.31387897,0.771667097,57.10336516,0.252588092,104.8674749,82.51614822
BN-0062,107,196,7170,7/8/19,266,7,2,120,7,511.3507114,43.37350339,0.863074586,103.5689503,0.661104699,338.1319089,191.4722539
BN-0027,205,293,7221,7/8/19,348,0,1.5,100,5,1409.607623,17.38227555,0.744185495,74.41854946,0.429936279,97.61853226,80.65020999
BN-0043,101,85,7151,7/8/19,305,5,1.125,74,3,431.4708569,58.16988954,0.866232329,64.10119234,0.646797382,28.37859943,11.87079949
BN-0013,261,258,7303,7/8/19,389,0,1.125,54,5,1201.08417,11.65518839,0.695519542,37.55805528,0.21411436,27.7125632,24.48261175
BN-0031,233,178,7139,7/8/19,480,3,2.5,74,3,915.431383,29.39324841,0.7735981,57.24625942,0.43854797,125.1546346,88.36762196
BN-0081,265,92,7189,7/9/19,320,4,2.5,74,5,887.921206,21.2040661,0.743919118,55.05001475,0.331455051,200.5884913,158.055575
BN-0080,139,96,7188,7/9/19,400,3,1.5,120,5,281.7059483,58.95378567,0.922629711,110.7155653,0.95042078,145.2311428,59.61188615
BN-0002,225,245,7072,7/9/19,314,2,1.5,100,4,1023.520461,14.90731368,0.691531216,69.15312164,0.162435519,72.56928585,61.75115477
BN-0098,152,97,7206,7/9/19,493,2,2.5,100,7,1248.693364,19.58403882,0.746908097,74.69080972,0.330908234,381.0164931,306.3980752
BN-0072,109,172,7180,7/9/19,331,5,2.5,45,3,541.972115,58.74273393,0.79358182,35.71118189,0.676157334,78.07357141,32.21102109
BN-0089,109,103,7197,7/9/19,394,3,2.5,100,5,547.4415665,56.33154322,0.836850217,83.68502168,0.639154983,304.9272977,133.1570452
BN-0006,65,233,7281,7/9/19,511,2,2,74,3,788.2837801,44.77100957,0.803533431,59.46147391,0.660971364,83.19849429,45.94968845
BN-0060,128,58,7168,7/9/19,494,4,1.5,54,3,280.6437499,50.9071404,0.903188853,48.77219804,0.946347965,38.38615846,18.84486288
BN-0090,125,293,7198,7/9/19,456,6,1.125,120,4,454.8719003,43.8759471,0.85639042,102.7668504,0.681881243,60.66198718,34.04596578
BN-0073,220,212,7181,7/9/19,483,7,2,100,3,1162.535917,18.23900507,0.763948787,76.39487867,0.397638425,106.8917142,87.39572903
BN-0085,263,122,7193,7/9/19,452,4,2,100,4,633.1166124,29.80059703,0.830338009,83.03380095,0.682773609,154.907859,108.7443922
BN-0004,60,285,7079,7/9/19,248,4,1.125,54,3,444.3965651,46.19120721,0.859631417,46.42009652,0.644432552,20.55090204,11.0581923
BN-0038,246,147,7146,7/9/19,203,2,2,100,7,1133.078406,24.2819819,0.750834297,75.08342968,0.258553425,245.1323812,185.6093808
BN-0039,248,257,7147,7/10/19,427,7,1.5,45,4,1421.336356,15.27317191,0.796020689,35.82093102,0.405341457,37.59048501,31.84922561
BN-0042,246,292,7150,7/10/19,531,3,2,74,3,585.7205135,11.6916746,0.782267008,57.8877586,0.331491838,80.99655183,71.52669855
BN-0055,122,62,7163,7/10/19,366,6,1.125,100,5,386.9090254,57.99448206,0.895151847,89.51518467,0.96037749,66.04961821,27.74448423
BN-0026,257,181,7161,7/10/19,364,2,1.125,120,4,1305.054304,6.601979492,0.676746994,81.20963926,0.186627519,47.93703494,44.77224172
BN-0029,283,169,7137,7/10/19,231,0,1.5,120,3,867.1635792,13.96630474,0.725096925,87.01163095,0.179454944,68.48250414,58.91802892
BN-0050,158,119,7158,7/10/19,533,0,1.125,120,4,913.1284219,22.20875686,0.725113542,87.01362506,0.354527971,51.3630552,39.95595915
BN-0007,111,155,7144,7/10/19,542,7,2.5,100,3,598.8638659,57.09654128,0.816881156,81.68811561,0.619159058,178.5906427,76.62156267
BN-0018,118,140,7003,7/10/19,534,5,1.5,100,7,280.6401817,58.06566322,0.893819438,89.38194379,0.912801679,164.1454707,68.83331449
BN-0076,251,239,7184,7/10/19,465,1,1.5,120,7,612.6933555,12.94549489,0.745333289,89.43999471,0.378341978,164.2520783,142.9888339
BN-0088,103,220,7196,7/10/19,472,4,1.5,100,3,489.8967028,45.49129017,0.793727176,79.37271762,0.692035353,62.4702974,34.05175314
BN-0015,141,72,7321,7/10/19,551,3,1.5,74,5,607.1918852,43.77624836,0.85039719,62.92939206,0.668549236,82.54763003,46.41137449
BN-0045,258,199,7153,7/10/19,376,1,2,54,7,941.9628177,9.661999853,0.715616592,38.64329595,0.215434069,126.1626326,113.9727992
BN-0099,192,150,7207,7/10/19,508,6,1.125,100,7,1291.431554,21.21171766,0.768072276,76.80722756,0.269010404,79.34210609,62.51228256
BN-0044,92,206,7152,7/11/19,467,3,2,100,3,410.4773041,43.7532199,0.854235517,85.42355165,0.681022723,119.5246335,67.22875777
BN-0023,154,227,7148,7/11/19,330,2,2.5,100,7,1492.076947,16.39019104,0.782195404,78.21954035,0.296234444,399.0174302,333.6177111
BN-0048,170,298,7156,7/11/19,290,1,1.125,74,4,1095.578397,12.47271762,0.746803614,55.26346742,0.182860534,32.62133403,28.55256715
BN-0036,233,60,7144,7/11/19,418,6,1.5,100,5,1100.0155,21.5358556,0.736717786,73.67177857,0.320091289,96.63895554,75.82692962
BN-0049,234,114,7157,7/11/19,494,1,1.125,120,3,738.0014584,26.98623005,0.809860219,97.18322629,0.59224124,43.02453277,31.41383338
BN-0093,202,145,7201,7/11/19,472,3,1.125,45,5,816.5718524,26.74328546,0.774129825,34.83584212,0.276803499,25.7039527,18.82987125
BN-0003,85,180,7356,7/11/19,405,3,1.5,74,4,598.5527485,43.50324251,0.792367431,58.63518993,0.624405593,61.53176831,34.76345392
BN-0016,288,239,7106,7/11/19,367,0,2.5,45,3,641.4516368,14.99085815,0.742892972,33.43018375,0.410850324,73.08673923,62.13040983
BN-0082,218,199,7190,7/11/19,240,5,1.125,74,4,983.0716762,11.47211591,0.714657495,52.88465464,0.179883766,31.21715058,27.63588288
BN-0077,300,171,7185,7/11/19,523,3,1.5,120,4,964.6830395,19.31723262,0.757627547,90.91530564,0.378931164,95.40652174,76.976622
BN-0019,127,266,7122,7/11/19,295,0,1.125,45,4,390.260711,42.63244222,0.885770217,39.85965976,0.956986768,23.52865891,13.497817
BN-0012,60,114,7024,7/11/19,326,0,1.5,100,5,514.61556,51.65557188,0.843062092,84.3062092,0.655119136,110.5886699,53.46346003
BN-0058,143,188,7166,7/11/19,191,1,2,100,4,455.9545828,47.40094862,0.803083597,80.30835966,0.693538981,149.8232758,78.80562182
BN-0025,98,121,7267,7/12/19,265,2,1.125,45,7,628.3686287,42.05886061,0.872371561,39.25672023,0.658649059,40.55231467,23.49647317
BN-0028,141,194,7270,7/12/19,225,2,2,120,5,939.3355592,42.50216655,0.815751835,97.89022021,0.445235778,228.2799935,131.2560505
BN-0035,273,242,7143,7/12/19,406,2,1.125,45,3,797.3239595,10.30964334,0.729256778,32.816555,0.348688497,14.52840166,13.03057527
BN-0053,60,198,7161,7/12/19,454,2,1.125,120,3,372.7849797,41.91828563,0.880869629,105.7043554,0.92719795,46.79696978,27.18048232
BN-0059,211,75,7167,7/12/19,215,0,1.125,54,5,1080.724659,10.70333008,0.685442043,37.01387031,0.223063106,27.31103121,24.38784139
BN-0067,50,103,7175,7/12/19,552,0,2.5,45,5,163.4146179,56.12829289,0.866497613,38.99239259,0.918616742,142.0785305,62.33227677
BN-0087,171,92,7195,7/12/19,383,3,1.125,74,7,988.6003158,16.66671555,0.746713565,55.25680383,0.375024736,57.08045103,47.56701462
BN-0091,142,233,7199,7/12/19,543,4,1.125,100,7,427.9839812,41.04003916,0.820156993,82.01569934,0.684621465,84.72247372,49.95233733
BN-0070,168,280,7178,7/13/19,229,3,2,74,7,1375.340537,5.415270995,0.73756768,54.58000831,0.243839401,178.1928111,168.5431875
BN-0078,193,275,7186,7/13/19,536,5,2,45,5,685.371071,9.830732252,0.793402218,35.70309979,0.31532625,83.25962872,75.07459755
BN-0097,87,113,7205,7/13/19,555,6,1.125,120,7,606.7159118,43.6529382,0.812936516,97.55238194,0.693919901,100.7719154,56.78201345
BN-0058,143,188,7166,7/13/19,193,1,2,100,4,669.0150278,42.46736206,0.874117152,87.41171516,0.644233975,163.0752958,93.8215195
BN-0068,110,259,7176,7/13/19,415,5,1.125,120,7,311.4441051,49.25307513,0.887114043,106.4536851,0.914465129,109.9669894,55.80486549
BN-0065,266,54,7173,7/13/19,462,4,1.125,100,3,696.4479667,17.39415626,0.792531836,79.25318358,0.720955972,35.0866227,28.98360072
BN-0022,102,139,7325,7/13/19,202,5,1.125,120,3,582.4299505,40.16531451,0.879400587,105.5280704,0.68453208,46.71892565,27.95412223
BN-0026,257,181,7161,7/13/19,367,2,1.125,120,4,710.995736,8.920839612,0.758571778,91.02861335,0.593236762,53.7330526,48.93961316
BN-0051,214,195,7159,7/13/19,315,2,2,120,7,709.4512373,11.02837105,0.751796242,90.21554901,0.30012391,294.5357244,262.0532318
BN-0013,261,258,7303,7/13/19,394,0,1.125,54,5,1438.387184,12.76856794,0.720784603,38.92236858,0.152635969,28.71923456,25.05219958
BN-0067,50,103,7175,7/13/19,553,0,2.5,45,5,165.4237675,55.00888342,0.915843083,41.21293871,0.959547642,150.1696454,67.56300023
BN-0081,265,92,7189,7/13/19,324,4,2.5,74,5,773.1410881,16.75209283,0.771719761,57.1072623,0.430059407,208.084587,173.2260638
BN-0055,122,62,7163,7/13/19,369,6,1.125,100,5,267.4281154,54.95508128,0.926017838,92.60178376,0.918375953,68.32709429,30.77788409
BN-0090,125,293,7198,7/14/19,461,6,1.125,120,4,573.511685,43.28103268,0.837212147,100.4654577,0.630400407,59.30350386,33.63633497
BN-0048,170,298,7156,7/14/19,293,1,1.125,74,4,768.1016429,14.11889845,0.734663969,54.36513373,0.525435196,32.09105887,27.56015486
BN-0050,158,119,7158,7/14/19,537,0,1.125,120,4,878.195801,13.56324026,0.701918011,84.2301613,0.177975102,49.72001134,42.97636674
BN-0052,202,93,7160,7/14/19,360,2,2.5,100,4,717.7787068,23.40265685,0.768098508,76.8098508,0.57729263,223.9007151,171.5019991
BN-0091,142,233,7199,7/14/19,545,4,1.125,100,7,673.0176521,49.86423805,0.864834636,86.48346365,0.614380675,89.33768821,44.79013069
BN-0008,275,214,7040,7/14/19,522,5,2,120,5,940.2777249,9.611447429,0.688280158,82.59361896,0.245861276,192.6083194,174.095872
BN-0009,158,256,7464,7/14/19,541,6,1.5,45,7,1036.18295,12.46751282,0.749965088,33.74842895,0.190005487,61.97730234,54.25027423
BN-0075,220,89,7183,7/14/19,514,3,2,54,5,1040.537945,28.3607767,0.77587383,41.8971868,0.43515474,97.70423962,69.99455839
BN-0043,101,85,7151,7/14/19,311,5,1.125,74,3,399.8989819,50.43792182,0.937893779,69.40413968,0.903415566,30.72629707,15.22859138
BN-0080,139,96,7188,7/14/19,405,3,1.5,120,5,457.4935553,55.54655683,0.812758877,97.53106529,0.692929228,127.9363749,56.87212371
BN-0029,283,169,7137,7/14/19,235,0,1.5,120,3,1010.579462,25.34765511,0.774727904,92.96734847,0.304866351,73.16995161,54.62308463
BN-0059,211,75,7167,7/14/19,217,0,1.125,54,5,926.6219902,23.71988144,0.742293889,40.08387003,0.262770748,29.57625929,22.56080565
BN-0042,246,292,7150,7/14/19,535,3,2,74,3,722.8756092,16.57307286,0.768550378,56.87272794,0.415080095,79.57632093,66.38807928
BN-0063,203,293,7171,7/15/19,444,4,2,54,4,1164.97141,12.50673656,0.715082711,38.61446642,0.188593271,72.03914855,63.02940202
BN-0036,233,60,7144,7/15/19,422,6,1.5,100,5,704.3483767,13.29828971,0.785736933,78.57369331,0.523216152,103.0690422,89.36262237
BN-0095,122,290,7203,7/15/19,472,5,2.5,45,5,1164.785006,42.82359985,0.821408429,36.9633793,0.443613858,134.6853133,77.00821368
BN-0083,201,233,7191,7/15/19,261,4,2.5,74,4,581.0266272,16.24883022,0.770008171,56.98060469,0.467834448,166.0984627,139.1094055
BN-0088,103,220,7196,7/15/19,477,4,1.5,100,3,482.049541,43.04364171,0.841188122,84.11881221,0.676919046,66.20571115,37.70836205
BN-0061,270,224,7169,7/15/19,204,5,2.5,74,5,1317.334345,19.71902636,0.732483142,54.20375249,0.421530084,197.5049231,158.5588753
BN-0062,107,196,7170,7/15/19,273,7,2,120,7,423.3261232,40.18449056,0.875138202,105.0165843,0.655424437,342.8581443,205.0823457
BN-0074,71,245,7182,7/15/19,284,1,1.125,45,7,607.1327974,46.93123378,0.853538436,38.40922961,0.620365975,39.67685422,21.05601701
BN-0023,154,227,7148,7/15/19,334,2,2.5,100,7,546.9789947,12.74433552,0.767600171,76.76001711,0.399040192,391.5720373,341.6687831
BN-0015,141,72,7321,7/15/19,556,3,1.5,74,5,636.484852,40.52189225,0.835163474,61.8020971,0.654966885,81.06890087,48.21824821
BN-0084,298,121,7192,7/15/19,513,3,2.5,120,4,708.8984617,21.77625521,0.834782664,100.1739197,0.593443748,292.0069759,228.4187916
BN-0054,240,253,7162,7/15/19,556,0,1.125,54,3,652.1494744,12.30645878,0.744426133,40.19901121,0.484998307,17.79673037,15.60658308
BN-0021,268,253,7225,7/15/19,250,6,1.5,74,7,1036.715151,14.57582564,0.683367295,50.5691798,0.168694785,92.86777024,79.33152597
BN-0020,170,62,7437,7/16/19,408,4,2.5,100,7,1027.008763,23.81105864,0.77154952,77.15495197,0.43963445,393.5866987,299.8695391
BN-0066,137,176,7174,7/16/19,228,7,1.5,45,7,270.4349132,52.18753794,0.906383102,40.7872396,0.91428772,74.90372616,35.81331565
BN-0016,288,239,7106,7/16/19,372,0,2.5,45,3,752.4395567,14.23796604,0.762839687,34.32778593,0.377955075,75.049122,64.3636535
BN-0079,173,217,7187,7/16/19,511,1,2.5,45,4,1113.095055,13.43914677,0.709531366,31.92891146,0.173759692,93.07277692,80.56458983
BN-0089,109,103,7197,7/16/19,401,3,2.5,100,5,324.1900084,59.27351629,0.900524183,90.05241829,0.958093058,328.1284992,133.6351998
BN-0037,285,190,7145,7/16/19,387,4,1.125,45,3,651.8545074,8.658410259,0.757233535,34.07550907,0.557036058,15.08576029,13.77957327
BN-0044,92,206,7152,7/16/19,472,3,2,100,3,695.7745568,41.40226306,0.853385181,85.3385181,0.679235716,119.4056545,69.96901132
BN-0032,201,66,7140,7/16/19,393,6,1.5,74,5,967.9411619,15.48065044,0.735372853,54.41759109,0.255432768,71.38227511,60.33183462
BN-0041,91,91,7149,7/16/19,212,5,2.5,120,4,311.4948282,53.74594985,0.857394339,102.8873207,0.962720944,299.9165399,138.7235468
BN-0006,65,233,7281,7/16/19,518,2,2,74,3,683.6659649,44.13583501,0.870498842,64.41691433,0.688634021,90.13214653,50.35157105
BN-0040,160,129,7148,7/16/19,234,5,2,100,4,675.1778688,19.56441182,0.801695998,80.16959975,0.420336609,149.5644053,120.3030091
BN-0076,251,239,7184,7/16/19,471,1,1.5,120,7,1305.713478,11.81307559,0.703061594,84.36739127,0.158098486,154.9364957,136.6337303
BN-0034,179,120,7142,7/16/19,239,3,2,54,4,872.1029688,21.93269129,0.779171376,42.07525432,0.283506376,78.49559446,61.27939805
BN-0086,103,112,7194,7/17/19,307,0,1.5,100,3,358.9629396,52.74318799,0.937779227,93.77792273,0.921917976,73.80791408,34.87926721
BN-0010,144,208,7285,7/17/19,198,0,2,45,7,633.7464818,42.54119696,0.863376986,38.85196435,0.668654503,126.8438932,72.88298276
BN-0007,111,155,7144,7/17/19,549,7,2.5,100,3,527.4050483,52.7334436,0.838411759,83.84117586,0.619779102,183.2977707,86.63854417
BN-0024,292,51,7221,7/17/19,444,7,2,45,7,898.9141598,19.1829378,0.786429174,35.38931283,0.415975673,115.5390285,93.37524853
BN-0039,248,257,7147,7/17/19,434,7,1.5,45,4,1058.877615,13.77369354,0.708313551,31.87410978,0.241436424,33.44869081,28.84157064
BN-0087,171,92,7195,7/17/19,388,3,1.125,74,7,645.7514545,22.07781913,0.847645365,62.72575703,0.534046594,64.79590303,50.49038076
BN-0099,192,150,7207,7/17/19,515,6,1.125,100,7,1336.040523,28.2470829,0.752357481,75.23574806,0.395423018,77.71876286,55.76547949
BN-0038,246,147,7146,7/17/19,211,2,2,100,7,845.9072639,24.11652006,0.793985851,79.39858511,0.34830515,259.2205007,196.7055366
BN-0030,156,91,7138,7/17/19,529,2,2,120,5,1068.307304,16.48654407,0.741116183,88.93394199,0.439111032,207.3939527,173.2018573
BN-0072,109,172,7180,7/17/19,339,5,2.5,45,3,268.6855222,50.71282314,0.860231542,38.71041941,0.906742604,84.63065444,41.71206033
BN-0035,273,242,7143,7/17/19,411,2,1.125,45,3,664.2127039,18.13512237,0.810123243,36.45554592,0.6095176,16.1394398,13.21253264
BN-0027,205,293,7221,7/17/19,357,0,1.5,100,5,802.7001924,13.76495612,0.748836262,74.88362617,0.206223141,98.22859662,84.7074734
BN-0082,218,199,7190,7/17/19,246,5,1.125,74,4,1217.969526,13.5214094,0.690954042,51.13059913,0.2193562,30.18175353,26.10075507
BN-0045,258,199,7153,7/18/19,384,1,2,54,7,1321.796339,6.672293643,0.743413034,40.14430383,0.160523769,131.0631231,122.3182067
BN-0057,211,233,7165,7/18/19,554,0,2,100,4,1323.365009,14.32125209,0.732845005,73.28450051,0.153930266,136.7195642,117.1396108
BN-0060,128,58,7168,7/18/19,503,4,1.5,54,3,525.652702,54.83236942,0.79685467,43.03015216,0.657801493,33.86688125,15.29686781
BN-0046,218,107,7154,7/18/19,230,2,2,54,5,760.785023,23.67974172,0.775585352,41.88160898,0.62484733,97.66791215,74.54040281
BN-0047,137,52,7155,7/18/19,458,3,1.125,54,3,350.1982813,54.08294934,0.871028142,47.03551966,0.951660361,20.82335949,9.561472526
BN-0093,202,145,7201,7/18/19,479,3,1.125,45,5,824.6236152,29.48882888,0.759084713,34.15881211,0.373453889,25.20439975,17.77191744
BN-0096,72,233,7204,7/18/19,544,0,2,54,4,1055.420396,44.43288724,0.781749302,42.21446231,0.439278213,78.75530088,43.76204684
BN-0028,141,194,7270,7/18/19,231,2,2,120,5,1065.629333,44.08687608,0.812961282,97.55535383,0.424148055,227.4990851,127.2018454
BN-0073,220,212,7181,7/18/19,492,7,2,100,3,1095.70161,12.57086844,0.739392731,73.93927308,0.244304852,103.4558309,90.4505345
BN-0025,98,121,7267,7/18/19,271,2,1.125,45,7,681.9941898,44.47545682,0.857329758,38.57983911,0.691773773,39.85309436,22.12824859
BN-0017,63,194,7166,7/18/19,475,0,1.5,45,5,635.9439865,42.90496586,0.844318253,37.99432137,0.624397247,49.83905106,28.45562322
BN-0064,160,187,7172,7/18/19,378,0,2.5,54,7,546.3680169,13.72792725,0.764511151,41.28360216,0.444144014,210.5979755,181.6872386
BN-0077,300,171,7185,7/18/19,530,3,1.5,120,4,1135.003679,21.55235833,0.786071462,94.32857544,0.367008416,98.98840707,77.65407087
BN-0002,225,245,7072,7/19/19,324,2,1.5,100,4,997.4289344,14.58649952,0.707044525,70.70445252,0.176006345,74.19725247,63.37447059
BN-0019,127,266,7122,7/19/19,303,0,1.125,45,4,363.0649728,45.60194864,0.926374517,41.68685327,0.914999867,24.6072284,13.38585274
BN-0092,180,211,7200,7/19/19,301,4,2,100,4,1009.841455,14.94845462,0.681212311,68.1212311,0.179888608,127.0869687,108.0894309
BN-0098,152,97,7206,7/19/19,503,2,2.5,100,7,983.1831187,28.93620448,0.733692089,73.36920891,0.436279023,374.274677,265.9737911
BN-0085,263,122,7193,7/19/19,462,4,2,100,4,1186.052424,24.41987536,0.794276664,79.42766641,0.396313577,148.1802545,111.994821
BN-0003,85,180,7356,7/19/19,413,3,1.5,74,4,593.5423285,40.43349651,0.813706024,60.21424575,0.650115279,63.18882949,37.63937632
BN-0004,60,285,7079,7/19/19,258,4,1.125,54,3,578.9141626,41.95842893,0.813745934,43.94228044,0.644194292,19.45393415,11.29136902
BN-0014,224,279,7212,7/19/19,562,3,1.5,74,7,840.7971451,15.5163634,0.784858919,58.07955997,0.356890601,106.6602079,90.11042244
BN-0053,60,198,7161,7/19/19,461,2,1.125,120,3,312.9140722,47.68501852,0.881609391,105.793127,0.962311691,46.83627033,24.50238615
BN-0094,202,181,7202,7/19/19,408,3,2.5,120,3,864.8964398,14.99217556,0.702213746,84.2656495,0.188227809,184.2257762,156.6063244
BN-0069,58,136,7177,7/19/19,377,0,2.5,45,5,525.1419639,51.2885373,0.794845979,35.76806904,0.69572386,130.3299016,63.4856014
BN-0001,102,108,7012,7/19/19,387,6,2.5,100,7,301.7122203,54.86788688,0.872109657,87.21096572,0.933435383,444.8849389,200.7859739
